QuestionId,ConstructName,SubjectName,CorrectAnswer,QuestionText,CorrectAnswerText,Option,AnswerText,MisconceptionId,Prompt
804,"Solve basic introduction simultaneous equation problems, often involving shapes and symbols",Simultaneous Equations,B,![\( \begin{array}{l}\square \square \square \circ \circ=22 \\ \square \square \circ \circ=18\end{array} \)]() What is the value of a square?,\( 4 \),A,\( 3 \),,"Question: ![\( \begin{array}{l}\square \square \square \circ \circ=22 \\ \square \square \circ \circ=18\end{array} \)]() What is the value of a square?
Incorrect Answer: \( 3 \)
Correct Answer: \( 4 \)
Construct Name: Solve basic introduction simultaneous equation problems, often involving shapes and symbols
Subject Name: Simultaneous Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
805,Divide integers up to 2 digits using long division,Written Division,C,"When using long-division to solve this problem, what digit should replace the triangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 84, divisor = 6, quotient is represented by a yellow star and a purple triangle.]()",\( 4 \),A,\( 1 \),,"Question: When using long-division to solve this problem, what digit should replace the triangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 84, divisor = 6, quotient is represented by a yellow star and a purple triangle.]()
Incorrect Answer: \( 1 \)
Correct Answer: \( 4 \)
Construct Name: Divide integers up to 2 digits using long division
Subject Name: Written Division

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
815,Calculate percentage of an amount mentally where the percent is a multiple of 10,Percentages of an Amount,D,\( 20 \% \) of \( \pounds 140= \),\( £ 28 \),A,\( £ 280 \),,"Question: \( 20 \% \) of \( \pounds 140= \)
Incorrect Answer: \( £ 280 \)
Correct Answer: \( £ 28 \)
Construct Name: Calculate percentage of an amount mentally where the percent is a multiple of 10
Subject Name: Percentages of an Amount

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
817,"Given the area of a trapezium, calculate a missing dimension",Area of Simple Shapes,D,"The area of this trapezium is \( 63 \mathrm{~cm}^{2} \).

What is the value of \( a \) ? ![A trapezium with the parallel sides labelled with 3cm and a and the height labelled with 9cm]()",\( 11 \mathrm{~cm} \),A,\( 125 \mathrm{~cm} \),,"Question: The area of this trapezium is \( 63 \mathrm{~cm}^{2} \).

What is the value of \( a \) ? ![A trapezium with the parallel sides labelled with 3cm and a and the height labelled with 9cm]()
Incorrect Answer: \( 125 \mathrm{~cm} \)
Correct Answer: \( 11 \mathrm{~cm} \)
Construct Name: Given the area of a trapezium, calculate a missing dimension
Subject Name: Area of Simple Shapes

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
818,Calculate unit fractions of an amount,Fractions of an Amount,B,\( \frac{1}{20} \) of \( 7=? \times 7 \),\( 0.05 \),A,\( 0.5 \),,"Question: \( \frac{1}{20} \) of \( 7=? \times 7 \)
Incorrect Answer: \( 0.5 \)
Correct Answer: \( 0.05 \)
Construct Name: Calculate unit fractions of an amount
Subject Name: Fractions of an Amount

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
821,Multiply algebraic fractions involving non-linear expressions,Multiplying and Dividing Algebraic Fractions,B,"Write this as a single fraction as simply as possible
\(
\frac{2}{m^{2}-4 m+3} \times \frac{m-3}{4}
\)",\( \frac{1}{2(m-1)} \),A,\( \frac{8}{m-1} \),,"Question: Write this as a single fraction as simply as possible
\(
\frac{2}{m^{2}-4 m+3} \times \frac{m-3}{4}
\)
Incorrect Answer: \( \frac{8}{m-1} \)
Correct Answer: \( \frac{1}{2(m-1)} \)
Construct Name: Multiply algebraic fractions involving non-linear expressions
Subject Name: Multiplying and Dividing Algebraic Fractions

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
823,Identify the regions on a double Venn diagram given in words,Venn Diagrams,D,"\( 60 \) people completed an online survey about the car they own.
The results are shown in the Venn Diagram.

How many people own a black car? ![A Venn diagram with two circles labelled Owns a 4x4 and Owns a Black Car. The number 27 is in the Owns a 4x4 only region, 15 is in the intersection, and 8 is in the Owns a Black Car only region.]()",\( 23 \),A,\( 27 \),,"Question: \( 60 \) people completed an online survey about the car they own.
The results are shown in the Venn Diagram.

How many people own a black car? ![A Venn diagram with two circles labelled Owns a 4x4 and Owns a Black Car. The number 27 is in the Owns a 4x4 only region, 15 is in the intersection, and 8 is in the Owns a Black Car only region.]()
Incorrect Answer: \( 27 \)
Correct Answer: \( 23 \)
Construct Name: Identify the regions on a double Venn diagram given in words
Subject Name: Venn Diagrams

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
824,Count backwards in steps of of something other than one,Counting,D,"Amelie is counting backwards in steps of \( 4 \).
She starts at the number \( 24,993 \)
what is the next number she will say?","\( 24,989 \)",A,"\( 24,988 \)",,"Question: Amelie is counting backwards in steps of \( 4 \).
She starts at the number \( 24,993 \)
what is the next number she will say?
Incorrect Answer: \( 24,988 \)
Correct Answer: \( 24,989 \)
Construct Name: Count backwards in steps of of something other than one
Subject Name: Counting

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
830,"Given a positive x value, find a y value in a table of values for lines in the form ax + by = c",Plotting Lines from Tables of Values,D,"This is a part of the table of values for the equation
\[
2 x+3 y=12
\] \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.3 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 3.8 \),A,\( 4.1 \),,"Question: This is a part of the table of values for the equation
\[
2 x+3 y=12
\] \begin{tabular}{|l|l|}
\hline\( x \) & \( 0.3 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?
Incorrect Answer: \( 4.1 \)
Correct Answer: \( 3.8 \)
Construct Name: Given a positive x value, find a y value in a table of values for lines in the form ax + by = c
Subject Name: Plotting Lines from Tables of Values

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
834,Factorise a quadratic expression in the form x² + bx + c,Factorising into a Double Bracket,C,"When \( x^{2}+12 x+32 \) is factorised, what will appear in the box below? ![\( (x+4) \square \)]()",\( (x+8) \),A,\( (x+7) \),,"Question: When \( x^{2}+12 x+32 \) is factorised, what will appear in the box below? ![\( (x+4) \square \)]()
Incorrect Answer: \( (x+7) \)
Correct Answer: \( (x+8) \)
Construct Name: Factorise a quadratic expression in the form x² + bx + c
Subject Name: Factorising into a Double Bracket

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
841,Complete a sample space diagram,Combined Events,C,"These spinners are spun and the two scores are added together.

Bob records the results in a sample space diagram.
How many cells would contain a score of \( 4 \) ? ![Two 6-sided spinners. Both spinners are split into 6 equal sections with the numbers 1, 3, 3, 5, 5, and 5 in them.]() \begin{tabular}{|l|l|l|l|l|l|l|}
\hline & \( 1 \) & \( 3 \) & \( 3 \) & \( 5 \) & \( 5 \) & \( 5 \) \\
\hline \( 1 \) \\
\hline \( 3 \)  \\
\hline \( 3 \)  \\
\hline \( 5 \)\\
\hline \( 5 \)  \\
\hline \( 5 \) \\
\hline
\end{tabular}",\( 4 \),A,\( 1 \),,"Question: These spinners are spun and the two scores are added together.

Bob records the results in a sample space diagram.
How many cells would contain a score of \( 4 \) ? ![Two 6-sided spinners. Both spinners are split into 6 equal sections with the numbers 1, 3, 3, 5, 5, and 5 in them.]() \begin{tabular}{|l|l|l|l|l|l|l|}
\hline & \( 1 \) & \( 3 \) & \( 3 \) & \( 5 \) & \( 5 \) & \( 5 \) \\
\hline \( 1 \) \\
\hline \( 3 \)  \\
\hline \( 3 \)  \\
\hline \( 5 \)\\
\hline \( 5 \)  \\
\hline \( 5 \) \\
\hline
\end{tabular}
Incorrect Answer: \( 1 \)
Correct Answer: \( 4 \)
Construct Name: Complete a sample space diagram
Subject Name: Combined Events

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
846,Recognise and use efficient methods for mental multiplication,Mental Multiplication and Division,C,"Tom and Katie are trying to calculate the answer to \( 19 \times 8 \)
Tom does this: \( 20 \times 8-1 \times 8 \)
Katie does this: \( 10 \times 8+9 \times 8 \)
Who is correct?",Both Tom and Katie,A,"Only
Tom",,"Question: Tom and Katie are trying to calculate the answer to \( 19 \times 8 \)
Tom does this: \( 20 \times 8-1 \times 8 \)
Katie does this: \( 10 \times 8+9 \times 8 \)
Who is correct?
Incorrect Answer: Only
Tom
Correct Answer: Both Tom and Katie
Construct Name: Recognise and use efficient methods for mental multiplication
Subject Name: Mental Multiplication and Division

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
